-0.0854379999999999;
-0.034711999999999854;
-0.09081500000000009;
-0.014744999999999564;
-0.32935599999999976;
-0.024536000000000335;
-0.08814100000000025;
0.00911099999999987;
-0.12601900000000033;
0.034746000000000166;
0.035051000000000165;
0.03290399999999982;
0.02623400000000009;
0.035050000000000026;
0.0331039999999998;
0.035017999999999994;
0.02569700000000008;
0.03297900000000009;
0.03487000000000018;
-0.3070649999999997;
-0.2238559999999996;
-0.14358999999999966;
0.03493000000000013;
0.03126899999999999;
-0.03869599999999984;
0.9440090000000003;
-0.96774;
-0.9652590000000001;
-0.9649619999999999;
-0.0031889999999998864;
-0.965103;
0.03507399999999983;
0.008026999999999784;
0.025955000000000172;
0.035053;
0.008277999999999786;
0.03500000000000014;
0.8463050000000001;
-0.09186099999999975;
-0.06926900000000025;
-0.19561199999999968;
0.0036570000000000213;
0.47458500000000026;
-0.2105290000000002;
-0.27515599999999996;
0.7900119999999999;
-0.06240000000000023;
-0.05722000000000005;
0.017910999999999788;
-0.12267000000000028;
-0.07484700000000011;
-0.030261999999999567;
-0.019560000000000244;
-0.00820500000000024;
-0.03141000000000016;
-0.02244600000000041;
-0.030520000000000103;
0.8108149999999998;
-0.2849409999999999;
-0.08144599999999969;
-0.3137420000000004;
0.9128829999999999;
-0.14466300000000043;
0.031379999999999963;
-0.009403999999999968;
-0.053137000000000434;
0.03472300000000006;
0.030502999999999947;
0.0348799999999998;
0.026161999999999797;
0.007937000000000083;
0.03491299999999997;
0.0350769999999998;
0.024366999999999805;
0.034958000000000045;
0.03502200000000011;
0.03300599999999987;
0.015537000000000134;
0.026180999999999788;
0.03294100000000011;
0.034959000000000184;
0.035136000000000056;
-0.24908800000000042;
-0.30812099999999987;
-0.0047040000000002635;
0.034825000000000106;
-0.004775000000000418;
0.8327859999999996;
-0.03760600000000025;
0.03513300000000008;
-0.0038039999999996965;
0.03495299999999979;
0.03509399999999996;
0.032969000000000026;
0.026765999999999845;
0.007073999999999803;
0.033033999999999786;
0.034978000000000176;
0.02577700000000016;
0.03272800000000009;
0.0349330000000001;
0.0350769999999998;
0.023871000000000198;
0.03495399999999993;
0.008861000000000008;
0.03262099999999979;
-0.2885150000000003;
-0.2931569999999999;
-0.2628919999999999;
0.8693809999999997;
0.005491000000000135;
0.0199720000000001;
-0.1387710000000002;
-0.0649810000000004;
0.00742799999999999;
-0.0014120000000001909;
0.035089999999999844;
0.03259899999999982;
0.034982999999999986;
0.025389000000000106;
-0.40827599999999986;
0.7928290000000002;
-0.007855000000000167;
-0.009631999999999863;
0.03491899999999992;
-0.27516099999999977;
0.01096599999999981;
-0.0022609999999998465;
0.03499199999999991;
0.03278800000000004;
0.03498599999999996;
-0.07231499999999969;
0.032795999999999825;
-0.3220109999999998;
0.7244529999999996;
-0.07467799999999958;
-0.0035119999999997376;
0.035089999999999844;
0.032656999999999936;
0.02500200000000019;
0.03508900000000015;
0.032703999999999844;
0.03493700000000022;
0.02602200000000021;
0.032824000000000186;
0.03488300000000022;
-0.0031689999999997553;
0.023829999999999796;
0.0349219999999999;
0.03501300000000018;
0.0330379999999999;
-0.0485199999999999;
-0.19723299999999977;
-0.019370999999999583;
0.03683699999999979;
-0.022173999999999694;
-0.15910500000000027;
-0.011786999999999992;
-0.1485529999999997;
0.49508699999999983;
-0.115977;
0.029818000000000122;
0.03493900000000005;
-0.0632539999999997;
-0.08427900000000044;
0.034584999999999866;
0.0349879999999998;
-0.15517599999999998;
0.875794;
-0.003529999999999589;
0.03171500000000016;
-0.10788400000000031;
-0.418787;
-0.08560700000000043;
-0.054968999999999824;
0.003918999999999784;
0.836227;
-0.06063699999999983;
0.03486900000000004;
0.032417999999999836;
-7.580000000002585E-4;
0.03501300000000018;
0.0327989999999998;
-0.1579290000000002;
-0.30656899999999965;
-0.0747460000000002;
0.034726000000000035;
0.03507399999999983;
-0.18403599999999987;
0.9288239999999996;
0.019425000000000026;
0.03266200000000019;
-0.02491999999999983;
0.03498100000000015;
0.032961999999999936;
0.03493600000000008;
-0.08360699999999976;
-0.4369160000000001;
-0.07841599999999982;
0.030400000000000205;
-0.08263800000000021;
0.7828569999999999;
-0.015679000000000443;
0.03492600000000001;
-0.014276999999999873;
-0.018049000000000426;
0.03498599999999996;
0.010215000000000085;
-0.2704190000000004;
-0.1574289999999996;
0.6876930000000003;
-0.21001400000000015;
-0.3653630000000003;
-0.19178099999999976;
0.01827500000000004;
0.02544700000000022;
0.035044000000000075;
-0.002587000000000117;
0.0346820000000001;
0.0350109999999999;
0.032735999999999876;
0.6040210000000004;
-0.20979100000000006;
-0.04143399999999975;
0.03485199999999988;
-0.16348300000000027;
0.004913000000000167;
0.03477499999999978;
0.03499199999999991;
-0.02291199999999982;
0.03494000000000019;
0.0127609999999998;
0.03298600000000018;
0.011680000000000135;
-0.017415999999999876;
0.033027999999999835;
0.03492300000000004;
0.025948000000000082;
0.032955999999999985;
0.03489999999999993;
0.03508099999999992;
0.02449099999999982;
0.03491;
0.010745000000000005;
0.008240999999999943;
0.034745000000000026;
-0.06414100000000023;
0.6462709999999996;
-0.1708040000000004;
0.030120999999999842;
-0.0037570000000002324;
-0.14373699999999978;
-0.017231999999999914;
0.01013699999999984;
1.4899999999995472E-4;
0.03293200000000018;
0.03499199999999991;
0.03499000000000008;
-2.3899999999965615E-4;
0.010079999999999867;
0.2735329999999996;
-0.20619000000000032;
-0.11774799999999974;
-0.0032600000000000406;
0.9046310000000002;
0.03412000000000015;
7.400000000012952E-5;
0.032254000000000005;
0.03494799999999998;
0.010651000000000188;
0.02314399999999983;
0.03501399999999988;
0.010250999999999788;
0.03269399999999978;
0.026330000000000187;
0.0350830000000002;
0.03294499999999978;
-0.9650500000000002;
-0.9733010000000002;
-0.9670779999999999;
-0.9651939999999999;
0.035044000000000075;
0.03314700000000004;
0.025687000000000015;
0.035109999999999975;
0.3911030000000002;
-0.1828120000000002;
0.014123999999999803;
0.03108600000000017;
-0.16471500000000017;
0.961042;
-0.0021890000000004406;
0.03492899999999999;
0.03509999999999991;
0.03298600000000018;
0.02614699999999992;
-0.038879999999999804;
0.032712000000000074;
-0.004781000000000368;
-0.23425899999999977;
-0.03390900000000041;
0.01970099999999997;
0.03496200000000016;
-0.005031999999999925;
0.034574000000000105;
0.032896000000000036;
0.032951000000000175;
0.02522100000000016;
0.034965000000000135;
0.033046999999999827;
-0.23155400000000004;
-0.30561300000000013;
0.9571930000000002;
0.03141000000000016;
0.010577000000000059;
-0.00354999999999972;
0.03485700000000014;
0.03501999999999983;
0.008318000000000048;
0.03491799999999978;
0.0015499999999999403;
0.03294499999999978;
0.034971000000000085;
-0.027916000000000274;
0.024029000000000078;
0.03484599999999993;
0.035114999999999785;
0.0330919999999999;
0.0019610000000001016;
0.03499400000000019;
0.03298200000000007;
0.0348679999999999;
0.025349999999999984;
-0.9670649999999998;
-0.965039;
0.6467539999999996;
-0.22306500000000007;
-0.06112800000000007;
0.030168000000000195;
0.03494000000000019;
-0.13066200000000006;
0.03192700000000004;
0.034864999999999924;
0.035117000000000065;
-0.002837999999999674;
0.010512999999999995;
0.035063000000000066;
0.03304399999999985;
0.025335999999999803;
0.4154030000000004;
-0.2482350000000002;
-0.08984400000000026;
-0.05414799999999964;
0.9337790000000004;
-0.15154900000000016;
0.03485199999999988;
-0.004713999999999885;
0.034873000000000154;
0.03498499999999982;
0.03197299999999981;
0.03483299999999989;
-0.01067499999999999;
0.007845000000000102;
0.034892000000000145;
0.035041999999999796;
0.02660600000000013;
0.0349219999999999;
0.03509900000000021;
0.03293500000000016;
0.02590300000000001;
0.035032000000000174;
0.008576999999999835;
0.02197899999999997;
0.035025000000000084;
-0.11757099999999987;
-0.5149270000000001;
0.8504500000000004;
-0.0077350000000002694;
0.034872000000000014;
-0.11749100000000023;
0.032166999999999835;
-0.02772600000000036;
0.034813000000000205;
0.03288599999999997;
0.034895999999999816;
0.025187999999999988;
0.007444000000000006;
-0.4390879999999999;
-0.25705199999999984;
-0.13623799999999964;
0.034856;
0.035032000000000174;
-0.15193000000000012;
-0.06549300000000002;
0.03129500000000007;
0.03253299999999992;
0.03477100000000011;
0.03506199999999993;
0.023776999999999937;
0.0347719999999998;
-0.055310000000000414;
0.03266100000000005;
0.025491000000000152;
0.035057000000000116;
0.008484999999999854;
0.03493000000000013;
0.012805000000000177;
0.03299699999999994;
0.03500099999999984;
0.03507799999999994;
0.02411999999999992;
0.03490899999999986;
-0.2502009999999997;
0.5823479999999996;
-0.07041200000000014;
0.031198999999999977;
0.03490800000000016;
-0.11810700000000018;
-0.0034729999999996153;
0.034895999999999816;
-0.022179999999999644;
0.028713999999999906;
0.0210849999999998;
0.034864999999999924;
0.03304499999999999;
-0.014013000000000275;
0.022308999999999912;
0.03306299999999984;
0.010361000000000065;
0.03508699999999987;
0.00866699999999998;
0.025091999999999892;
0.010771999999999782;
-0.16044400000000003;
-0.01672700000000038;
0.025177999999999923;
0.03291699999999986;
-0.11745400000000039;
0.6326679999999998;
-0.12711399999999973;
0.03485400000000016;
0.03510599999999986;
-0.0204089999999999;
-0.08001099999999983;
0.034605;
0.03222399999999981;
-0.027743000000000073;
-0.2438419999999999;
-0.13669900000000013;
0.034666000000000086;
-0.06662299999999988;
-0.3786550000000002;
-0.11455400000000004;
0.01021099999999997;
-0.2518929999999999;
0.8110559999999998;
-0.43620000000000037;
-0.3346960000000001;
0.7177920000000002;
-0.15567300000000017;
-0.012274999999999814;
0.034892000000000145;
-0.39308299999999985;
0.8641209999999999;
-0.05091599999999996;
0.031155000000000044;
0.03490899999999986;
-0.02583599999999997;
0.008236999999999828;
0.03484599999999993;
0.009303000000000061;
0.02288800000000002;
0.034785999999999984;
-0.015106000000000286;
0.007619000000000042;
-0.24665499999999962;
-0.25496099999999977;
0.8535250000000003;
-0.965252;
-0.002806999999999782;
-0.2332390000000002;
-0.02332399999999968;
0.03493000000000013;
-0.0036290000000001044;
0.03485400000000016;
0.03384099999999979;
0.03245500000000012;
0.03491799999999978;
-0.1550250000000002;
0.47231500000000004;
-0.14651000000000014;
-0.029664000000000357;
0.03129399999999993;
-0.1176029999999999;
0.009924999999999962;
0.018431999999999782;
-0.0025959999999995986;
0.03491799999999978;
0.032624999999999904;
-0.014504999999999768;
0.027204999999999924;
-0.4311910000000001;
0.7396539999999998;
-0.08635400000000004;
-0.030747999999999998;
-0.014053999999999789;
-0.08422199999999957;
0.03460799999999997;
-0.0016610000000003566;
0.032566000000000095;
0.02211199999999991;
-0.057324000000000375;
0.02351700000000001;
0.010108999999999924;
0.005380000000000162;
0.03296600000000005;
0.02523799999999987;
0.035054999999999836;
0.033024000000000164;
0.034895999999999816;
0.025656000000000123;
0.032960999999999796;
0.03488300000000022;
0.03506799999999988;
0.02415199999999995;
0.03490800000000016;
-0.20994400000000013;
0.75732;
-0.03898199999999985;
0.022466999999999793;
0.008230000000000182;
-0.1983579999999998;
-0.005808000000000035;
-0.0036199999999997345;
0.0348259999999998;
0.035038000000000125;
0.032948999999999895;
0.026485999999999787;
0.03508099999999992;
0.008112999999999815;
0.034889999999999866;
0.02611499999999989;
0.032955999999999985;
0.03491299999999997;
0.03502699999999992;
0.023738999999999955;
0.034896999999999956;
0.03499499999999989;
0.03215199999999996;
0.026949999999999807;
0.03491299999999997;
-0.13389600000000002;
-0.3185760000000002;
-0.20088799999999996;
0.03168900000000008;
0.03478799999999982;
0.8424550000000002;
-0.0845640000000003;
0.010361000000000065;
0.030985999999999958;
0.032931000000000044;
0.034856;
0.028392000000000195;
0.03293200000000018;
-0.6268779999999996;
0.7473960000000002;
-0.06900900000000032;
0.03477899999999989;
0.0350290000000002;
-0.19842600000000044;
-0.022213999999999956;
0.03683499999999995;
0.036818999999999935;
0.034895999999999816;
0.0013420000000001764;
0.03277999999999981;
0.03493700000000022;
-0.4235660000000001;
0.8146250000000004;
0.005046999999999802;
0.032884000000000135;
-0.03854000000000024;
-0.008346000000000409;
0.03226500000000021;
0.03487399999999985;
0.03499000000000008;
-0.003041999999999767;
0.034745000000000026;
0.035048999999999886;
-0.0810909999999998;
-0.4353860000000003;
-0.12280599999999975;
0.03190399999999993;
0.03488200000000008;
0.8869239999999996;
-0.09155599999999975;
-0.014899999999999913;
0.03508800000000001;
-0.07574099999999984;
0.03467500000000001;
0.03498899999999994;
0.017396999999999885;
-0.25475899999999996;
-0.1364559999999999;
-0.016019000000000005;
0.03477400000000008;
0.010890999999999984;
0.007639000000000173;
0.034898000000000096;
0.035042999999999935;
0.03317300000000012;
0.024348999999999954;
0.03499499999999989;
0.03298300000000021;
-0.04023999999999983;
0.6206769999999997;
-0.10431100000000004;
-0.002931000000000239;
0.03481999999999985;
-0.19419200000000014;
-0.050955000000000084;
0.03488800000000003;
0.03230399999999989;
-3.370000000000317E-4;
0.03496100000000002;
0.033026;
0.03490800000000016;
0.5993740000000001;
-0.07022300000000037;
0.009723999999999844;
0.03499199999999991;
-0.1553420000000001;
-0.08731400000000011;
0.03489299999999984;
0.03262799999999988;
-0.023939999999999628;
0.03494300000000017;
0.03284200000000004;
0.03485899999999997;
0.025374999999999925;
-0.007062999999999597;
-0.4267209999999997;
0.8632359999999997;
-0.003243000000000329;
0.03491299999999997;
-0.11338299999999979;
-0.06678300000000004;
0.03507099999999985;
-0.003637999999999586;
0.03493700000000022;
0.03508399999999989;
0.03304600000000013;
0.026186000000000043;
0.010403000000000162;
0.03291999999999984;
0.03492700000000015;
9.039999999997939E-4;
0.03254400000000013;
0.03489299999999984;
0.03508800000000001;
0.026586;
0.03489299999999984;
0.03508200000000006;
0.0329600000000001;
0.02601500000000012;
-0.07989900000000016;
-0.483708;
-0.13516999999999957;
-0.0724790000000004;
0.03221300000000005;
-0.11820599999999981;
0.03477100000000011;
-0.0023239999999997707;
0.03483599999999987;
0.034048999999999996;
0.03287899999999988;
0.025923999999999836;
0.035044000000000075;
-0.4033769999999999;
-0.31432400000000005;
0.8336319999999997;
0.029132000000000158;
0.0347780000000002;
-0.2142470000000003;
-0.042597999999999914;
0.022486999999999924;
0.009640000000000093;
0.03280200000000022;
0.03494799999999998;
0.02538600000000013;
-0.0558569999999996;
-0.06481300000000001;
-0.09117300000000039;
-0.00415899999999958;
0.021812000000000165;
0.0350109999999999;
0.008325000000000138;
0.012485999999999997;
0.034984000000000126;
-0.018172999999999995;
0.775067;
-0.10026099999999971;
-0.309666;
-0.23956399999999967;
0.7135420000000003;
-0.08660400000000035;
0.03446199999999999;
0.03261000000000003;
-0.03838499999999989;
-0.09016599999999997;
0.03178599999999987;
0.03496699999999997;
0.03509900000000021;
-0.004698000000000313;
0.030324999999999935;
0.03496599999999983;
-0.3821880000000002;
0.827509;
0.03484499999999979;
-0.031036000000000286;
-0.038753999999999955;
-0.056231999999999616;
0.031954999999999956;
0.034864999999999924;
0.035287999999999986;
-0.0032370000000003785;
0.034902999999999906;
0.03507600000000011;
-0.411829;
-0.1801269999999997;
0.012528000000000095;
0.03157299999999985;
-0.11714700000000011;
0.9324190000000003;
-0.01930999999999994;
0.034873000000000154;
0.010536999999999797;
0.031922999999999924;
0.02531099999999986;
0.03506799999999988;
-0.05556200000000011;
-0.31388000000000016;
-0.15847500000000014;
0.029888999999999832;
0.03490100000000007;
-0.015490999999999921;
-0.20282;
-0.016235;
0.035029999999999895;
0.03284600000000015;
-0.0015359999999997598;
0.03491799999999978;
0.03297499999999998;
0.5974969999999997;
-0.09905299999999961;
-0.03979100000000013;
0.03499400000000019;
-0.04088199999999986;
-0.055762999999999785;
0.03452900000000003;
0.03251600000000021;
0.034959000000000184;
-0.0016870000000004381;
0.03297999999999979;
0.03490100000000007;
0.010758000000000045;
0.017218000000000178;
0.5098649999999996;
-0.20006699999999977;
0.01437799999999978;
-0.004127000000000436;
-0.14266100000000037;
-0.08675199999999972;
0.03493900000000005;
0.0349870000000001;
-0.003908000000000023;
0.03494900000000012;
0.03506700000000018;
0.02047700000000008;
0.034945000000000004;
0.03505799999999981;
0.0330680000000001;
0.034943999999999864;
0.026596000000000064;
0.0330499999999998;
0.03492600000000001;
0.03491;
0.011014999999999997;
0.03484199999999982;
0.03510200000000019;
0.0330680000000001;
0.01322000000000001;
0.4957609999999999;
-0.20226599999999983;
-0.041566000000000436;
-0.03820400000000035;
-0.1709310000000004;
-0.06407100000000021;
0.034945000000000004;
-0.0034479999999996735;
-0.08126000000000033;
0.9416969999999996;
-0.968283;
0.007913999999999977;
-0.9650259999999999;
0.003582000000000196;
0.03486000000000011;
-0.965042;
-0.977319;
-0.992524;
-0.9650629999999998;
-0.07497500000000024;
0.02403600000000017;
0.03491199999999983;
0.03262099999999979;
0.03466900000000006;
0.025295999999999985;
-0.3027850000000001;
-0.2059350000000002;
-0.027275000000000382;
-0.0089579999999998;
-0.0034850000000004044;
-0.10707500000000003;
0.0322960000000001;
-0.014428999999999803;
0.034937999999999914;
0.032645000000000035;
0.03497400000000006;
0.025933000000000206;
0.03285600000000022;
-0.014980000000000437;
0.03506099999999979;
0.024789000000000172;
0.034873000000000154;
0.03503999999999996;
0.03291600000000017;
0.034857999999999834;
0.025802000000000103;
0.00859500000000013;
0.03483999999999998;
0.03491700000000009;
0.02364999999999995;
0.7299540000000002;
-0.23787599999999998;
-0.09010300000000004;
-0.026680999999999955;
0.0324939999999998;
-0.18670800000000032;
-0.020186999999999955;
-0.003269999999999662;
0.03480799999999995;
0.034958000000000045;
0.03291000000000022;
0.02520100000000003;
0.010257000000000183;
0.03290099999999985;
0.5080030000000004;
-0.18116600000000016;
-0.0025199999999996336;
0.0348679999999999;
-0.039067000000000185;
-0.05821300000000029;
0.034485999999999795;
0.03376299999999999;
0.006686000000000192;
-0.13055299999999992;
-0.09579800000000027;
-0.05055000000000032;
-0.007920000000000371;
-2.529999999998367E-4;
0.029854999999999965;
0.0349750000000002;
0.03492600000000001;
0.023401999999999923;
0.03487000000000018;
0.035054999999999836;
0.03304000000000018;
0.0349330000000001;
-0.004087000000000174;
0.03266999999999998;
0.03492899999999999;
-0.25819300000000034;
-0.3329430000000002;
-0.07985799999999976;
0.03492700000000015;
0.031849999999999934;
0.8081849999999999;
-0.02024399999999993;
0.03244800000000003;
0.034586000000000006;
-0.05342100000000016;
-0.19546200000000002;
-0.0377850000000004;
-0.04445700000000041;
-0.25418300000000027;
-0.03834099999999996;
-0.044958000000000276;
8.849999999998026E-4;
-0.0232190000000001;
-0.03912099999999974;
0.027588000000000168;
0.03484299999999996;
0.02325799999999978;
0.032882999999999996;
0.034891000000000005;
0.03499600000000003;
-0.18795499999999965;
-0.2821389999999999;
0.015175999999999856;
0.03484899999999991;
-0.003462999999999994;
0.8232249999999999;
-0.028660000000000352;
0.035029999999999895;
-0.003527000000000058;
0.010466000000000086;
0.03503299999999987;
0.03283699999999978;
0.03490200000000021;
-0.2349079999999999;
-0.2554249999999998;
-0.06990099999999977;
0.03506600000000004;
-0.00650100000000009;
-0.24811400000000017;
-0.1999639999999996;
-0.0535129999999997;
-0.18414299999999972;
-0.03663900000000009;
-0.1722469999999996;
-0.14890999999999988;
-0.14318200000000036;
-0.2455109999999996;
-0.1022590000000001;
0.8752250000000004;
-0.09790499999999991;
-0.10007300000000008;
0.01676600000000006;
-0.03185199999999977;
-0.004686999999999664;
-0.004560999999999815;
-0.04683100000000007;
0.02044800000000002;
-0.08601300000000034;
0.6038370000000004;
-0.1974929999999997;
0.003779000000000199;
0.3876569999999999;
-0.22386600000000012;
-0.21481399999999962;
-0.24854299999999974;
0.8576709999999999;
-0.2822570000000004;
-0.029309999999999725;
-0.0975349999999997;
0.02945600000000015;
0.007724000000000064;
0.03492799999999985;
0.03288499999999983;
0.013227999999999795;
0.010558000000000067;
0.03290199999999999;
0.034905000000000186;
0.034895999999999816;
0.006689000000000167;
0.03489899999999979;
0.035036999999999985;
0.02669800000000011;
0.0349210000000002;
-0.3861869999999996;
0.7626840000000001;
-0.10968399999999967;
0.034733000000000125;
-0.01670200000000044;
-0.1699609999999998;
-0.06347199999999997;
0.03491499999999981;
0.03500699999999979;
0.032957000000000125;
0.026845999999999925;
0.03506099999999979;
0.03311200000000003;
-0.038755000000000095;
0.025901000000000174;
0.03291699999999986;
0.03492400000000018;
0.035117000000000065;
-0.016319000000000194;
0.033167999999999864;
0.03497299999999992;
0.03292099999999998;
-0.01422900000000027;
0.02676500000000015;
0.03307899999999986;
-0.31254399999999993;
-0.32753500000000013;
-0.12390699999999999;
0.03484499999999979;
0.03506600000000004;
-0.17440000000000033;
-0.041699000000000375;
0.03506000000000009;
0.032942999999999945;
0.03493700000000022;
-0.0011999999999998678;
0.03297999999999979;
0.03498000000000001;
-0.013952999999999882;
0.023998000000000186;
0.03494900000000012;
0.035038000000000125;
0.032699000000000034;
0.025475000000000136;
0.03499600000000003;
0.03291999999999984;
0.03490100000000007;
0.02666700000000022;
0.033027999999999835;
0.03484700000000007;
-0.10526500000000016;
0.7155040000000001;
-0.02782399999999985;
0.03506700000000018;
0.03278800000000004;
-0.04048799999999986;
-0.05552500000000027;
0.03262099999999979;
0.03490599999999988;
0.03506900000000002;
-0.0027160000000003848;
0.03493199999999996;
0.03511199999999981;
0.0330020000000002;
-0.45938199999999973;
-0.20422700000000038;
-0.04099200000000014;
-0.9781770000000001;
-0.11449599999999993;
-0.15322600000000008;
0.0030559999999999476;
0.03496800000000011;
-0.00323899999999977;
-0.24107599999999962;
-0.016574999999999562;
-0.005289999999999573;
-0.013416999999999568;
0.010118999999999989;
0.032935999999999854;
0.010422000000000153;
0.02576299999999998;
0.03286599999999984;
0.007144999999999957;
0.034034999999999815;
0.02512200000000009;
0.03483999999999998;
0.035029999999999895;
0.033056000000000196;
0.03498199999999985;
-0.2610419999999998;
0.6310169999999999;
-0.08440099999999973;
0.010708000000000162;
-0.006236999999999604;
-0.19145599999999963;
-0.021112999999999715;
0.03490100000000007;
-1.5000000000320313E-5;
0.027639999999999887;
0.034822999999999826;
0.035025000000000084;
0.023287999999999975;
0.034978000000000176;
0.0349870000000001;
0.032896000000000036;
0.02600699999999989;
0.035022999999999804;
0.03303099999999981;
0.03492600000000001;
0.02631799999999984;
0.03299299999999983;
0.03493199999999996;
0.03504700000000005;
-0.047698999999999714;
-0.12788100000000036;
0.4339940000000002;
-0.14861799999999992;
-0.032090000000000174;
0.034879000000000104;
-0.18230099999999982;
0.9508850000000004;
-8.619999999996963E-4;
0.008198999999999845;
0.034984000000000126;
0.03492400000000018;
0.032922999999999814;
-0.9650940000000001;
-0.25163899999999995;
-0.4027580000000004;
-0.12196400000000018;
0.03494699999999984;
0.03267700000000007;
-0.07349199999999989;
0.034336000000000144;
-0.021067999999999643;
0.034977000000000036;
0.035095999999999794;
0.03306699999999996;
0.025643000000000082;
0.034958000000000045;
0.818899;
-0.12337699999999963;
-0.04180199999999967;
0.019614999999999938;
0.03419900000000009;
0.03288100000000016;
0.025310000000000166;
0.034791999999999934;
0.03448999999999991;
0.03292800000000007;
0.026520999999999795;
0.03502599999999978;
-0.20464199999999977;
-0.4153399999999996;
0.7840199999999999;
-0.05504399999999965;
0.03388100000000005;
-0.16854999999999976;
-0.10197099999999981;
0.03497299999999992;
0.03222199999999997;
-0.16226300000000027;
-0.042303000000000424;
-0.054070000000000285;
-0.04020600000000041;
0.5593690000000002;
-0.15188999999999986;
-0.014821999999999669;
0.03500300000000012;
0.0320330000000002;
-0.1519269999999997;
0.03417899999999996;
0.032490999999999826;
0.010469000000000062;
0.034883999999999915;
-0.0018250000000001876;
0.034946000000000144;
0.009314999999999962;
0.033134;
-0.10744500000000023;
-0.03547000000000011;
0.03276900000000005;
0.03335800000000022;
-0.05819699999999983;
0.032884000000000135;
0.029659000000000102;
0.03508900000000015;
0.024408000000000207;
0.01036400000000004;
0.7818069999999997;
-0.37126400000000004;
-0.18826500000000035;
0.011327999999999783;
0.03206299999999995;
-0.0999819999999998;
7.269999999999222E-4;
0.032265999999999906;
0.034952000000000094;
0.03505899999999995;
0.023699999999999832;
0.03496200000000016;
0.03507399999999983;
0.00782600000000011;
0.02529799999999982;
0.00998700000000019;
0.03278900000000018;
0.03485199999999988;
0.03505199999999986;
0.024385999999999797;
0.020766000000000062;
0.03483400000000003;
0.032875999999999905;
0.0257369999999999;
0.03498199999999985;
-0.0510900000000003;
